appendix,platform,source_name,source_version,source_release_datetime,target_name,target_version,target_scope,vuln,alias,published,fixed_version,fixed_version_count,closest_fix,fix_distance,release_date,fixed_version_match,fixed_version_found
B,maven,com.alibaba:dubbo-remoting-netty,2.6.8,2020-03-09T18:25:38,com.alibaba:hessian-lite,3.2.5,compile,GHSA-5qwq-g2hx-r6f7,CVE-2022-39198,2022-10-18T19:15:10.213,com.alibaba:hessian-lite:3.2.13,4,com.alibaba:hessian-lite:3.2.13,2:8,2022-09-02 04:24:33,exact-match,
B,maven,com.alibaba:dubbo-remoting-netty,2.6.8,2020-03-09T18:25:38,com.alibaba:hessian-lite,3.2.5,compile,GHSA-5qwq-g2hx-r6f7,CVE-2022-39198,2022-10-18T19:15:10.213,org.apache.dubbo:dubbo:2.7.18,4,com.alibaba:hessian-lite:3.2.13,2:8,2022-09-22 09:53:54,exact-match,
B,maven,com.alibaba:dubbo-remoting-netty,2.6.8,2020-03-09T18:25:38,com.alibaba:hessian-lite,3.2.5,compile,GHSA-5qwq-g2hx-r6f7,CVE-2022-39198,2022-10-18T19:15:10.213,org.apache.dubbo:dubbo:3.0.12,4,com.alibaba:hessian-lite:3.2.13,2:8,2022-09-20 10:01:47,exact-match,
B,maven,com.alibaba:dubbo-remoting-netty,2.6.8,2020-03-09T18:25:38,com.alibaba:hessian-lite,3.2.5,compile,GHSA-5qwq-g2hx-r6f7,CVE-2022-39198,2022-10-18T19:15:10.213,org.apache.dubbo:dubbo:3.1.1,4,com.alibaba:hessian-lite:3.2.13,2:8,2022-09-22 10:12:31,exact-match,
B,maven,com.alibaba:dubbo-remoting-netty,2.6.8,2020-03-09T18:25:38,junit:junit,4.12,test,GHSA-269g-pwp5-87pp,CVE-2020-15250,2020-10-12T18:15:13.233,junit:junit:4.13.1,1,junit:junit:4.13.1,1:1,2020-10-11 17:19:50,exact-match,
B,maven,com.alibaba:dubbo-remoting-netty,2.6.7,2019-07-15T05:21:42,com.alibaba:fastjson,1.2.46,compile,GHSA-pv7h-hx5h-mgfj,CVE-2022-25845,2022-06-10T20:15:08.117,com.alibaba:fastjson:1.2.83,1,com.alibaba:fastjson:1.2.83,2:37,2022-05-22 19:01:57,exact-match,
B,maven,com.alibaba:dubbo-remoting-netty,2.6.7,2019-07-15T05:21:42,com.alibaba:hessian-lite,3.2.5,compile,GHSA-5qwq-g2hx-r6f7,CVE-2022-39198,2022-10-18T19:15:10.213,com.alibaba:hessian-lite:3.2.13,4,com.alibaba:hessian-lite:3.2.13,2:8,2022-09-02 04:24:33,exact-match,
B,maven,com.alibaba:dubbo-remoting-netty,2.6.7,2019-07-15T05:21:42,com.alibaba:hessian-lite,3.2.5,compile,GHSA-5qwq-g2hx-r6f7,CVE-2022-39198,2022-10-18T19:15:10.213,org.apache.dubbo:dubbo:2.7.18,4,com.alibaba:hessian-lite:3.2.13,2:8,2022-09-22 09:53:54,exact-match,
B,maven,com.alibaba:dubbo-remoting-netty,2.6.7,2019-07-15T05:21:42,com.alibaba:hessian-lite,3.2.5,compile,GHSA-5qwq-g2hx-r6f7,CVE-2022-39198,2022-10-18T19:15:10.213,org.apache.dubbo:dubbo:3.0.12,4,com.alibaba:hessian-lite:3.2.13,2:8,2022-09-20 10:01:47,exact-match,
B,maven,com.alibaba:dubbo-remoting-netty,2.6.7,2019-07-15T05:21:42,com.alibaba:hessian-lite,3.2.5,compile,GHSA-5qwq-g2hx-r6f7,CVE-2022-39198,2022-10-18T19:15:10.213,org.apache.dubbo:dubbo:3.1.1,4,com.alibaba:hessian-lite:3.2.13,2:8,2022-09-22 10:12:31,exact-match,
B,maven,com.alibaba:dubbo-remoting-netty,2.6.7,2019-07-15T05:21:42,junit:junit,4.12,test,GHSA-269g-pwp5-87pp,CVE-2020-15250,2020-10-12T18:15:13.233,junit:junit:4.13.1,1,junit:junit:4.13.1,1:1,2020-10-11 17:19:50,exact-match,
B,maven,com.alibaba:dubbo-remoting-netty,2.6.6,2019-02-28T09:56:36,com.alibaba:fastjson,1.2.46,compile,GHSA-pv7h-hx5h-mgfj,CVE-2022-25845,2022-06-10T20:15:08.117,com.alibaba:fastjson:1.2.83,1,com.alibaba:fastjson:1.2.83,2:37,2022-05-22 19:01:57,exact-match,
B,maven,com.alibaba:dubbo-remoting-netty,2.6.6,2019-02-28T09:56:36,com.alibaba:hessian-lite,3.2.5,compile,GHSA-5qwq-g2hx-r6f7,CVE-2022-39198,2022-10-18T19:15:10.213,com.alibaba:hessian-lite:3.2.13,4,com.alibaba:hessian-lite:3.2.13,2:8,2022-09-02 04:24:33,exact-match,
B,maven,com.alibaba:dubbo-remoting-netty,2.6.6,2019-02-28T09:56:36,com.alibaba:hessian-lite,3.2.5,compile,GHSA-5qwq-g2hx-r6f7,CVE-2022-39198,2022-10-18T19:15:10.213,org.apache.dubbo:dubbo:2.7.18,4,com.alibaba:hessian-lite:3.2.13,2:8,2022-09-22 09:53:54,exact-match,
B,maven,com.alibaba:dubbo-remoting-netty,2.6.6,2019-02-28T09:56:36,com.alibaba:hessian-lite,3.2.5,compile,GHSA-5qwq-g2hx-r6f7,CVE-2022-39198,2022-10-18T19:15:10.213,org.apache.dubbo:dubbo:3.0.12,4,com.alibaba:hessian-lite:3.2.13,2:8,2022-09-20 10:01:47,exact-match,
B,maven,com.alibaba:dubbo-remoting-netty,2.6.6,2019-02-28T09:56:36,com.alibaba:hessian-lite,3.2.5,compile,GHSA-5qwq-g2hx-r6f7,CVE-2022-39198,2022-10-18T19:15:10.213,org.apache.dubbo:dubbo:3.1.1,4,com.alibaba:hessian-lite:3.2.13,2:8,2022-09-22 10:12:31,exact-match,
B,maven,com.alibaba:dubbo-remoting-netty,2.6.6,2019-02-28T09:56:36,junit:junit,4.12,test,GHSA-269g-pwp5-87pp,CVE-2020-15250,2020-10-12T18:15:13.233,junit:junit:4.13.1,1,junit:junit:4.13.1,1:1,2020-10-11 17:19:50,exact-match,
B,maven,com.alibaba:dubbo-remoting-netty,2.6.5,2018-11-13T13:21:13,com.alibaba:fastjson,1.2.46,compile,GHSA-pv7h-hx5h-mgfj,CVE-2022-25845,2022-06-10T20:15:08.117,com.alibaba:fastjson:1.2.83,1,com.alibaba:fastjson:1.2.83,2:37,2022-05-22 19:01:57,exact-match,
B,maven,com.alibaba:dubbo-remoting-netty,2.6.5,2018-11-13T13:21:13,com.alibaba:hessian-lite,3.2.4,compile,GHSA-5qwq-g2hx-r6f7,CVE-2022-39198,2022-10-18T19:15:10.213,com.alibaba:hessian-lite:3.2.13,4,com.alibaba:hessian-lite:3.2.13,2:9,2022-09-02 04:24:33,exact-match,
B,maven,com.alibaba:dubbo-remoting-netty,2.6.5,2018-11-13T13:21:13,com.alibaba:hessian-lite,3.2.4,compile,GHSA-5qwq-g2hx-r6f7,CVE-2022-39198,2022-10-18T19:15:10.213,org.apache.dubbo:dubbo:2.7.18,4,com.alibaba:hessian-lite:3.2.13,2:9,2022-09-22 09:53:54,exact-match,
B,maven,com.alibaba:dubbo-remoting-netty,2.6.5,2018-11-13T13:21:13,com.alibaba:hessian-lite,3.2.4,compile,GHSA-5qwq-g2hx-r6f7,CVE-2022-39198,2022-10-18T19:15:10.213,org.apache.dubbo:dubbo:3.0.12,4,com.alibaba:hessian-lite:3.2.13,2:9,2022-09-20 10:01:47,exact-match,
B,maven,com.alibaba:dubbo-remoting-netty,2.6.5,2018-11-13T13:21:13,com.alibaba:hessian-lite,3.2.4,compile,GHSA-5qwq-g2hx-r6f7,CVE-2022-39198,2022-10-18T19:15:10.213,org.apache.dubbo:dubbo:3.1.1,4,com.alibaba:hessian-lite:3.2.13,2:9,2022-09-22 10:12:31,exact-match,
B,maven,com.alibaba:dubbo-remoting-netty,2.6.5,2018-11-13T13:21:13,junit:junit,4.12,test,GHSA-269g-pwp5-87pp,CVE-2020-15250,2020-10-12T18:15:13.233,junit:junit:4.13.1,1,junit:junit:4.13.1,1:1,2020-10-11 17:19:50,exact-match,
B,maven,com.alibaba:dubbo-remoting-netty,2.6.4,2018-10-08T06:02:44,com.alibaba:fastjson,1.2.46,compile,GHSA-pv7h-hx5h-mgfj,CVE-2022-25845,2022-06-10T20:15:08.117,com.alibaba:fastjson:1.2.83,1,com.alibaba:fastjson:1.2.83,2:37,2022-05-22 19:01:57,exact-match,
B,maven,com.alibaba:dubbo-remoting-netty,2.6.4,2018-10-08T06:02:44,com.alibaba:hessian-lite,3.2.4,compile,GHSA-5qwq-g2hx-r6f7,CVE-2022-39198,2022-10-18T19:15:10.213,com.alibaba:hessian-lite:3.2.13,4,com.alibaba:hessian-lite:3.2.13,2:9,2022-09-02 04:24:33,exact-match,
B,maven,com.alibaba:dubbo-remoting-netty,2.6.4,2018-10-08T06:02:44,com.alibaba:hessian-lite,3.2.4,compile,GHSA-5qwq-g2hx-r6f7,CVE-2022-39198,2022-10-18T19:15:10.213,org.apache.dubbo:dubbo:2.7.18,4,com.alibaba:hessian-lite:3.2.13,2:9,2022-09-22 09:53:54,exact-match,
B,maven,com.alibaba:dubbo-remoting-netty,2.6.4,2018-10-08T06:02:44,com.alibaba:hessian-lite,3.2.4,compile,GHSA-5qwq-g2hx-r6f7,CVE-2022-39198,2022-10-18T19:15:10.213,org.apache.dubbo:dubbo:3.0.12,4,com.alibaba:hessian-lite:3.2.13,2:9,2022-09-20 10:01:47,exact-match,
B,maven,com.alibaba:dubbo-remoting-netty,2.6.4,2018-10-08T06:02:44,com.alibaba:hessian-lite,3.2.4,compile,GHSA-5qwq-g2hx-r6f7,CVE-2022-39198,2022-10-18T19:15:10.213,org.apache.dubbo:dubbo:3.1.1,4,com.alibaba:hessian-lite:3.2.13,2:9,2022-09-22 10:12:31,exact-match,
B,maven,com.alibaba:dubbo-remoting-netty,2.6.4,2018-10-08T06:02:44,junit:junit,4.12,test,GHSA-269g-pwp5-87pp,CVE-2020-15250,2020-10-12T18:15:13.233,junit:junit:4.13.1,1,junit:junit:4.13.1,1:1,2020-10-11 17:19:50,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.1.4,2022-10-21T09:42:58,org.yaml:snakeyaml,1.31,test,GHSA-9w3m-gqgf-c4p9,CVE-2022-38752,2022-09-05T10:15:09.847,org.yaml:snakeyaml:1.32,1,org.yaml:snakeyaml:1.32,1:1,2022-09-12 18:20:02,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.0.34,2022-10-18T19:55:08,org.yaml:snakeyaml,1.26,compile,GHSA-3mc7-4q67-w48m,CVE-2022-25857,2022-08-30T05:15:07.667,org.yaml:snakeyaml:1.31,1,org.yaml:snakeyaml:1.31,1:5,2022-08-27 20:40:34,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.0.34,2022-10-18T19:55:08,org.yaml:snakeyaml,1.26,compile,GHSA-98wm-3w3q-mw94,CVE-2022-38751,2022-09-05T10:15:09.793,org.yaml:snakeyaml:1.31,1,org.yaml:snakeyaml:1.31,1:5,2022-08-27 20:40:34,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.0.34,2022-10-18T19:55:08,org.yaml:snakeyaml,1.26,compile,GHSA-9w3m-gqgf-c4p9,CVE-2022-38752,2022-09-05T10:15:09.847,org.yaml:snakeyaml:1.32,1,org.yaml:snakeyaml:1.32,1:6,2022-09-12 18:20:02,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.0.34,2022-10-18T19:55:08,org.yaml:snakeyaml,1.26,compile,GHSA-c4r9-r8fh-9vj2,CVE-2022-38749,2022-09-05T10:15:09.673,org.yaml:snakeyaml:1.31,1,org.yaml:snakeyaml:1.31,1:5,2022-08-27 20:40:34,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.0.34,2022-10-18T19:55:08,org.yaml:snakeyaml,1.26,compile,GHSA-hhhw-99gj-p3c3,CVE-2022-38750,2022-09-05T10:15:09.733,org.yaml:snakeyaml:1.31,1,org.yaml:snakeyaml:1.31,1:5,2022-08-27 20:40:34,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.0.34,2022-10-18T19:55:08,com.fasterxml.jackson.core:jackson-databind,2.10.5.1,compile,GHSA-57j2-w4cx-62h2,CVE-2020-36518,2022-03-11T07:15:07.800,com.fasterxml.jackson.core:jackson-databind:2.13.2.1,2,com.fasterxml.jackson.core:jackson-databind:2.12.6.1,1:2,2022-03-25 03:38:56,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.0.34,2022-10-18T19:55:08,com.fasterxml.jackson.core:jackson-databind,2.10.5.1,compile,GHSA-57j2-w4cx-62h2,CVE-2020-36518,2022-03-11T07:15:07.800,com.fasterxml.jackson.core:jackson-databind:2.12.6.1,2,com.fasterxml.jackson.core:jackson-databind:2.12.6.1,1:2,2022-03-27 04:31:02,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.0.34,2022-10-18T19:55:08,com.fasterxml.jackson.core:jackson-databind,2.10.5.1,compile,GHSA-jjjh-jjxp-wpff,CVE-2022-42003,2022-10-02T05:15:09.070,com.fasterxml.jackson.core:jackson-databind:2.13.4.1,1,com.fasterxml.jackson.core:jackson-databind:2.13.4.1,1:3,2022-10-12 22:02:09,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.0.34,2022-10-18T19:55:08,com.fasterxml.jackson.core:jackson-databind,2.10.5.1,compile,GHSA-rgv9-q543-rqg4,CVE-2022-42004,2022-10-02T05:15:09.237,com.fasterxml.jackson.core:jackson-databind:2.13.4,1,com.fasterxml.jackson.core:jackson-databind:2.13.4,1:3,2022-09-04 00:18:26,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.0.34,2022-10-18T19:55:08,org.glassfish.jersey.core:jersey-common,2.33,compile,GHSA-c43q-5hpj-4crv,CVE-2021-28168,2021-04-22T18:15:08.250,org.glassfish.jersey.core:jersey-common:2.34,2,org.glassfish.jersey.core:jersey-common:2.34,1:1,2021-04-16 21:50:55,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.0.34,2022-10-18T19:55:08,org.glassfish.jersey.core:jersey-common,2.33,compile,GHSA-c43q-5hpj-4crv,CVE-2021-28168,2021-04-22T18:15:08.250,org.glassfish.jersey.core:jersey-common:3.0.2,2,org.glassfish.jersey.core:jersey-common:2.34,1:1,2021-04-23 10:10:01,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.0.34,2022-10-18T19:55:08,com.h2database:h2,1.4.200,test,GHSA-45hx-wfhj-473x,CVE-2022-23221,2022-01-19T17:15:09.000,com.h2database:h2:2.1.210,1,com.h2database:h2:2.1.210,0:1,2022-01-17 17:18:52,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.0.34,2022-10-18T19:55:08,com.h2database:h2,1.4.200,test,GHSA-7rpj-hg47-cx62,CVE-2021-23463,2021-12-10T20:15:07.917,com.h2database:h2:2.0.202,1,com.h2database:h2:2.0.202,0:1,2021-11-29 12:00:04,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.0.34,2022-10-18T19:55:08,com.h2database:h2,1.4.200,test,GHSA-h376-j262-vhq6,CVE-2021-42392,2022-01-10T14:10:23.643,com.h2database:h2:2.0.206,1,com.h2database:h2:2.0.206,0:1,2022-01-04 21:53:00,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.1.3,2022-10-13T00:15:48,com.fasterxml.jackson.core:jackson-databind,2.13.4,compile,GHSA-jjjh-jjxp-wpff,CVE-2022-42003,2022-10-02T05:15:09.070,com.fasterxml.jackson.core:jackson-databind:2.13.4.1,1,com.fasterxml.jackson.core:jackson-databind:2.13.4.1,3:1,2022-10-12 22:02:09,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.1.3,2022-10-13T00:15:48,org.yaml:snakeyaml,1.31,test,GHSA-9w3m-gqgf-c4p9,CVE-2022-38752,2022-09-05T10:15:09.847,org.yaml:snakeyaml:1.32,1,org.yaml:snakeyaml:1.32,1:1,2022-09-12 18:20:02,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.0.33,2022-09-12T12:39:55,org.yaml:snakeyaml,1.26,compile,GHSA-3mc7-4q67-w48m,CVE-2022-25857,2022-08-30T05:15:07.667,org.yaml:snakeyaml:1.31,1,org.yaml:snakeyaml:1.31,1:5,2022-08-27 20:40:34,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.0.33,2022-09-12T12:39:55,org.yaml:snakeyaml,1.26,compile,GHSA-98wm-3w3q-mw94,CVE-2022-38751,2022-09-05T10:15:09.793,org.yaml:snakeyaml:1.31,1,org.yaml:snakeyaml:1.31,1:5,2022-08-27 20:40:34,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.0.33,2022-09-12T12:39:55,org.yaml:snakeyaml,1.26,compile,GHSA-9w3m-gqgf-c4p9,CVE-2022-38752,2022-09-05T10:15:09.847,org.yaml:snakeyaml:1.32,1,org.yaml:snakeyaml:1.32,1:6,2022-09-12 18:20:02,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.0.33,2022-09-12T12:39:55,org.yaml:snakeyaml,1.26,compile,GHSA-c4r9-r8fh-9vj2,CVE-2022-38749,2022-09-05T10:15:09.673,org.yaml:snakeyaml:1.31,1,org.yaml:snakeyaml:1.31,1:5,2022-08-27 20:40:34,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.0.33,2022-09-12T12:39:55,org.yaml:snakeyaml,1.26,compile,GHSA-hhhw-99gj-p3c3,CVE-2022-38750,2022-09-05T10:15:09.733,org.yaml:snakeyaml:1.31,1,org.yaml:snakeyaml:1.31,1:5,2022-08-27 20:40:34,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.0.33,2022-09-12T12:39:55,org.apache.commons:commons-text,1.9,compile,GHSA-599f-7c49-w659,CVE-2022-42889,2022-10-13T13:15:10.113,org.apache.commons:commons-text:1.10.0,1,org.apache.commons:commons-text:1.10.0,1:1,2022-09-24 16:57:11,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.0.33,2022-09-12T12:39:55,com.fasterxml.jackson.core:jackson-databind,2.10.5.1,compile,GHSA-57j2-w4cx-62h2,CVE-2020-36518,2022-03-11T07:15:07.800,com.fasterxml.jackson.core:jackson-databind:2.13.2.1,2,com.fasterxml.jackson.core:jackson-databind:2.12.6.1,1:2,2022-03-25 03:38:56,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.0.33,2022-09-12T12:39:55,com.fasterxml.jackson.core:jackson-databind,2.10.5.1,compile,GHSA-57j2-w4cx-62h2,CVE-2020-36518,2022-03-11T07:15:07.800,com.fasterxml.jackson.core:jackson-databind:2.12.6.1,2,com.fasterxml.jackson.core:jackson-databind:2.12.6.1,1:2,2022-03-27 04:31:02,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.0.33,2022-09-12T12:39:55,com.fasterxml.jackson.core:jackson-databind,2.10.5.1,compile,GHSA-jjjh-jjxp-wpff,CVE-2022-42003,2022-10-02T05:15:09.070,com.fasterxml.jackson.core:jackson-databind:2.13.4.1,1,com.fasterxml.jackson.core:jackson-databind:2.13.4.1,1:3,2022-10-12 22:02:09,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.0.33,2022-09-12T12:39:55,com.fasterxml.jackson.core:jackson-databind,2.10.5.1,compile,GHSA-rgv9-q543-rqg4,CVE-2022-42004,2022-10-02T05:15:09.237,com.fasterxml.jackson.core:jackson-databind:2.13.4,1,com.fasterxml.jackson.core:jackson-databind:2.13.4,1:3,2022-09-04 00:18:26,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.0.33,2022-09-12T12:39:55,org.glassfish.jersey.core:jersey-common,2.33,compile,GHSA-c43q-5hpj-4crv,CVE-2021-28168,2021-04-22T18:15:08.250,org.glassfish.jersey.core:jersey-common:2.34,2,org.glassfish.jersey.core:jersey-common:2.34,1:1,2021-04-16 21:50:55,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.0.33,2022-09-12T12:39:55,org.glassfish.jersey.core:jersey-common,2.33,compile,GHSA-c43q-5hpj-4crv,CVE-2021-28168,2021-04-22T18:15:08.250,org.glassfish.jersey.core:jersey-common:3.0.2,2,org.glassfish.jersey.core:jersey-common:2.34,1:1,2021-04-23 10:10:01,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.0.33,2022-09-12T12:39:55,com.h2database:h2,1.4.200,test,GHSA-45hx-wfhj-473x,CVE-2022-23221,2022-01-19T17:15:09.000,com.h2database:h2:2.1.210,1,com.h2database:h2:2.1.210,0:1,2022-01-17 17:18:52,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.0.33,2022-09-12T12:39:55,com.h2database:h2,1.4.200,test,GHSA-7rpj-hg47-cx62,CVE-2021-23463,2021-12-10T20:15:07.917,com.h2database:h2:2.0.202,1,com.h2database:h2:2.0.202,0:1,2021-11-29 12:00:04,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.0.33,2022-09-12T12:39:55,com.h2database:h2,1.4.200,test,GHSA-h376-j262-vhq6,CVE-2021-42392,2022-01-10T14:10:23.643,com.h2database:h2:2.0.206,1,com.h2database:h2:2.0.206,0:1,2022-01-04 21:53:00,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.1.2,2022-09-12T12:31:48,com.fasterxml.jackson.core:jackson-databind,2.13.4,compile,GHSA-jjjh-jjxp-wpff,CVE-2022-42003,2022-10-02T05:15:09.070,com.fasterxml.jackson.core:jackson-databind:2.13.4.1,1,com.fasterxml.jackson.core:jackson-databind:2.13.4.1,3:1,2022-10-12 22:02:09,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.1.2,2022-09-12T12:31:48,org.yaml:snakeyaml,1.31,test,GHSA-9w3m-gqgf-c4p9,CVE-2022-38752,2022-09-05T10:15:09.847,org.yaml:snakeyaml:1.32,1,org.yaml:snakeyaml:1.32,1:1,2022-09-12 18:20:02,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.1.2,2022-09-12T12:31:48,org.apache.commons:commons-text,1.9,test,GHSA-599f-7c49-w659,CVE-2022-42889,2022-10-13T13:15:10.113,org.apache.commons:commons-text:1.10.0,1,org.apache.commons:commons-text:1.10.0,1:1,2022-09-24 16:57:11,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.1.1,2022-07-01T20:57:44,com.fasterxml.jackson.core:jackson-databind,2.13.3,compile,GHSA-jjjh-jjxp-wpff,CVE-2022-42003,2022-10-02T05:15:09.070,com.fasterxml.jackson.core:jackson-databind:2.13.4.1,1,com.fasterxml.jackson.core:jackson-databind:2.13.4.1,2:1,2022-10-12 22:02:09,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.1.1,2022-07-01T20:57:44,com.fasterxml.jackson.core:jackson-databind,2.13.3,compile,GHSA-rgv9-q543-rqg4,CVE-2022-42004,2022-10-02T05:15:09.237,com.fasterxml.jackson.core:jackson-databind:2.13.4,1,com.fasterxml.jackson.core:jackson-databind:2.13.4,2:1,2022-09-04 00:18:26,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.1.1,2022-07-01T20:57:44,org.yaml:snakeyaml,1.30,test,GHSA-3mc7-4q67-w48m,CVE-2022-25857,2022-08-30T05:15:07.667,org.yaml:snakeyaml:1.31,1,org.yaml:snakeyaml:1.31,1:1,2022-08-27 20:40:34,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.1.1,2022-07-01T20:57:44,org.yaml:snakeyaml,1.30,test,GHSA-98wm-3w3q-mw94,CVE-2022-38751,2022-09-05T10:15:09.793,org.yaml:snakeyaml:1.31,1,org.yaml:snakeyaml:1.31,1:1,2022-08-27 20:40:34,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.1.1,2022-07-01T20:57:44,org.yaml:snakeyaml,1.30,test,GHSA-9w3m-gqgf-c4p9,CVE-2022-38752,2022-09-05T10:15:09.847,org.yaml:snakeyaml:1.32,1,org.yaml:snakeyaml:1.32,1:2,2022-09-12 18:20:02,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.1.1,2022-07-01T20:57:44,org.yaml:snakeyaml,1.30,test,GHSA-c4r9-r8fh-9vj2,CVE-2022-38749,2022-09-05T10:15:09.673,org.yaml:snakeyaml:1.31,1,org.yaml:snakeyaml:1.31,1:1,2022-08-27 20:40:34,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.1.1,2022-07-01T20:57:44,org.yaml:snakeyaml,1.30,test,GHSA-hhhw-99gj-p3c3,CVE-2022-38750,2022-09-05T10:15:09.733,org.yaml:snakeyaml:1.31,1,org.yaml:snakeyaml:1.31,1:1,2022-08-27 20:40:34,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.1.1,2022-07-01T20:57:44,org.apache.commons:commons-text,1.9,test,GHSA-599f-7c49-w659,CVE-2022-42889,2022-10-13T13:15:10.113,org.apache.commons:commons-text:1.10.0,1,org.apache.commons:commons-text:1.10.0,1:1,2022-09-24 16:57:11,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.0.32,2022-07-01T20:54:46,org.yaml:snakeyaml,1.26,compile,GHSA-3mc7-4q67-w48m,CVE-2022-25857,2022-08-30T05:15:07.667,org.yaml:snakeyaml:1.31,1,org.yaml:snakeyaml:1.31,1:5,2022-08-27 20:40:34,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.0.32,2022-07-01T20:54:46,org.yaml:snakeyaml,1.26,compile,GHSA-98wm-3w3q-mw94,CVE-2022-38751,2022-09-05T10:15:09.793,org.yaml:snakeyaml:1.31,1,org.yaml:snakeyaml:1.31,1:5,2022-08-27 20:40:34,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.0.32,2022-07-01T20:54:46,org.yaml:snakeyaml,1.26,compile,GHSA-9w3m-gqgf-c4p9,CVE-2022-38752,2022-09-05T10:15:09.847,org.yaml:snakeyaml:1.32,1,org.yaml:snakeyaml:1.32,1:6,2022-09-12 18:20:02,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.0.32,2022-07-01T20:54:46,org.yaml:snakeyaml,1.26,compile,GHSA-c4r9-r8fh-9vj2,CVE-2022-38749,2022-09-05T10:15:09.673,org.yaml:snakeyaml:1.31,1,org.yaml:snakeyaml:1.31,1:5,2022-08-27 20:40:34,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.0.32,2022-07-01T20:54:46,org.yaml:snakeyaml,1.26,compile,GHSA-hhhw-99gj-p3c3,CVE-2022-38750,2022-09-05T10:15:09.733,org.yaml:snakeyaml:1.31,1,org.yaml:snakeyaml:1.31,1:5,2022-08-27 20:40:34,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.0.32,2022-07-01T20:54:46,org.apache.commons:commons-text,1.9,compile,GHSA-599f-7c49-w659,CVE-2022-42889,2022-10-13T13:15:10.113,org.apache.commons:commons-text:1.10.0,1,org.apache.commons:commons-text:1.10.0,1:1,2022-09-24 16:57:11,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.0.32,2022-07-01T20:54:46,com.fasterxml.jackson.core:jackson-databind,2.10.5.1,compile,GHSA-57j2-w4cx-62h2,CVE-2020-36518,2022-03-11T07:15:07.800,com.fasterxml.jackson.core:jackson-databind:2.13.2.1,2,com.fasterxml.jackson.core:jackson-databind:2.12.6.1,1:2,2022-03-25 03:38:56,exact-match,
B,maven,io.dropwizard:dropwizard-hibernate,2.0.32,2022-07-01T20:54:46,com.fasterxml.jackson.core:jackson-databind,2.10.5.1,compile,GHSA-57j2-w4cx-62h2,CVE-2020-36518,2022-03-11T07:15:07.800,com.fasterxml.jackson.core:jackson-databind:2.12.6.1,2,com.fasterxml.jackson.core:jackson-databind:2.12.6.1,1:2,2022-03-27 04:31:02,exact-match,
