,platform,name,zscore_combined,openssf_badge_tiered_percentage,lio_timestamp,lio_url,lio_rc,lio_rank,lio_dependents_count,lio_dependent_repos_count,lio_repo_url,lio_repo_url_rc,cii_timestamp,cii_url,cii_rc,cii_created_at,cii_updated_at,cii_tiered_percentage,scorecard_v480_timestamp,scorecard_v480_score,criticality_timestamp,criticality_score,criticality_dependents_count,appendix,version
903,maven,org.apache.tomcat.embed:tomcat-embed-el,0.19625857,,2022-10-24 22:06:24.098189,https://libraries.io/api/maven/org.apache.tomcat.embed:tomcat-embed-el,200.0,14.0,113.0,807.0,,,,,,,,,,,,,,B,
904,maven,org.ehcache:ehcache,0.19324116,,2022-10-24 22:06:24.322614,https://libraries.io/api/maven/org.ehcache:ehcache,200.0,21.0,192.0,3279.0,https://github.com/ehcache/ehcache3,200.0,2022-10-24 22:06:25.017695,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/ehcache/ehcache3,200.0,,,,2022-10-25 10:55:02.665050,6.3,2022-10-24 22:06:30.328096,0.51975,211.0,B,
905,maven,org.eclipse.jetty.toolchain.setuid:jetty-setuid-java,0.19304143,,2022-10-24 22:06:30.518001,https://libraries.io/api/maven/org.eclipse.jetty.toolchain.setuid:jetty-setuid-java,200.0,15.0,48.0,30.0,https://github.com/eclipse/jetty.toolchain,200.0,2022-10-24 22:06:31.261648,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/eclipse/jetty.toolchain,200.0,,,,2022-10-25 10:55:15.004087,5.6,2022-10-24 22:06:39.750057,0.43451,79.0,B,
906,go,gopkg.in/ini.v1,0.1910421,,2022-10-24 22:06:39.984928,https://libraries.io/api/go/gopkg.in%2Fini.v1,200.0,25.0,7187.0,1433.0,https://github.com/go-ini/ini,200.0,2022-10-24 22:06:40.785468,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/go-ini/ini,200.0,,,,2022-10-25 10:06:03.978801,4.8,2022-10-24 22:06:47.184575,0.52158,780.0,B,
907,maven,com.helger:profiler,0.19084425,,2022-10-24 22:06:47.380347,https://libraries.io/api/maven/com.helger:profiler,200.0,8.0,1.0,0.0,https://github.com/phax/profiler,200.0,2022-10-24 22:06:47.953412,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/phax/profiler,200.0,,,,2022-10-25 10:55:19.795942,4.6,2022-10-24 22:06:52.124920,0.17033,0.0,B,
908,go,github.com/uber-go/automaxprocs,0.18974775,,2022-10-24 22:06:52.362030,https://libraries.io/api/go/github.com%2Fuber-go%2Fautomaxprocs,404.0,,,,,,,,,,,,,,,,,B,
909,maven,org.apache.commons:commons-pool2,0.18766817,,2022-10-24 22:06:52.564713,https://libraries.io/api/maven/org.apache.commons:commons-pool2,200.0,16.0,1012.0,4810.0,https://github.com/apache/commons-pool,200.0,2022-10-24 22:06:53.364311,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/apache/commons-pool,200.0,,,,2022-10-25 10:55:37.837304,7.4,2022-10-24 22:06:59.877746,0.59882,838.0,B,
910,maven,org.glassfish.jersey.media:jersey-media-json-jettison,0.1816124,,2022-10-24 22:07:00.098853,https://libraries.io/api/maven/org.glassfish.jersey.media:jersey-media-json-jettison,200.0,16.0,22.0,129.0,https://github.com/eclipse-ee4j/jersey,200.0,2022-10-24 22:07:00.858929,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/eclipse-ee4j/jersey,200.0,,,,2022-10-25 10:55:58.726514,8.6,2022-10-24 22:07:07.295988,0.52284,81.0,B,
911,go,github.com/uber-go/atomic,0.17874593,,2022-10-24 22:07:07.488072,https://libraries.io/api/go/github.com%2Fuber-go%2Fatomic,200.0,14.0,25.0,0.0,https://github.com/uber-go/atomic,200.0,2022-10-24 22:07:08.228251,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/uber-go/atomic,200.0,,,,2022-10-25 10:56:15.526671,5.8,2022-10-24 22:07:14.644219,0.48768,294.0,B,
912,nuget,sharpziplib,0.1753783,,2022-10-24 22:07:14.992672,https://libraries.io/api/nuget/sharpziplib,200.0,19.0,956.0,3997.0,https://github.com/icsharpcode/SharpZipLib,200.0,2022-10-24 22:07:15.681479,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/icsharpcode/SharpZipLib,200.0,,,,2022-10-25 10:56:34.997930,6.2,2022-10-24 22:07:21.049498,0.56462,1980.0,B,
913,maven,org.skyscreamer:jsonassert,0.17460448,,2022-10-24 22:07:21.245550,https://libraries.io/api/maven/org.skyscreamer:jsonassert,200.0,23.0,1014.0,1892.0,https://github.com/skyscreamer/JSONassert,200.0,2022-10-24 22:07:22.053071,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/skyscreamer/JSONassert,200.0,,,,2022-10-25 10:56:58.539439,5.0,2022-10-24 22:07:35.128293,0.44575,770.0,B,
914,nuget,system.runtime.compilerservices.unsafe,0.17306708,,2022-10-24 22:07:35.551407,https://libraries.io/api/nuget/system.runtime.compilerservices.unsafe,200.0,20.0,1865.0,3428.0,,,,,,,,,,,,,,B,
915,maven,org.apache.commons:commons-digester3,0.16850244,,2022-10-24 22:07:35.744600,https://libraries.io/api/maven/org.apache.commons:commons-digester3,200.0,10.0,42.0,500.0,http://svn.apache.org/viewvc/commons/proper/digester/tags/DIGESTER3_3_2_RC2,404.0,,,,,,,,,,,,B,
916,maven,net.bytebuddy:byte-buddy-dep,0.16850244,,2022-10-24 22:07:36.033817,https://libraries.io/api/maven/net.bytebuddy:byte-buddy-dep,200.0,16.0,8.0,21.0,https://github.com/raphw/byte-buddy,200.0,2022-10-24 20:02:28.172960,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/raphw/byte-buddy,200.0,2022-07-09 06:50:25.373000+00:00,2022-07-21 21:46:08.655000+00:00,180.0,2022-10-24 20:02:43.200744,7.1,2022-10-24 20:02:48.547337,0.69965,2842.0,B,
917,maven,org.eclipse.aether:aether-spi,0.16850244,,2022-10-24 22:07:36.245849,https://libraries.io/api/maven/org.eclipse.aether:aether-spi,200.0,15.0,87.0,537.0,https://github.com/jvanzyl/aether-core,404.0,,,,,,,,,,,,B,
918,maven,com.lowagie:itext,0.16715485,,2022-10-24 22:07:36.443645,https://libraries.io/api/maven/com.lowagie:itext,200.0,19.0,177.0,3239.0,https://github.com/itext/itextpdf,200.0,2022-10-24 22:07:37.173689,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/itext/itextpdf,200.0,,,,2022-10-25 10:57:40.492113,4.4,2022-10-24 22:07:43.516671,0.40365,671.0,B,
919,nuget,system.numerics.vectors,0.16574225,,2022-10-24 22:07:43.865752,https://libraries.io/api/nuget/system.numerics.vectors,200.0,24.0,1294.0,2111.0,https://github.com/dotnet/corefx,200.0,2022-10-24 22:07:44.578447,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/dotnet/corefx,200.0,,,,2022-10-25 09:54:00.062009,4.7,2022-10-24 22:07:50.966048,0.47947,609132.0,B,
920,maven,mysql:mysql-connector-java,0.16516456,,2022-10-24 22:07:51.212277,https://libraries.io/api/maven/mysql:mysql-connector-java,200.0,23.0,3033.0,152731.0,https://github.com/mysql/mysql-connector-j,200.0,2022-10-24 22:07:51.953086,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/mysql/mysql-connector-j,200.0,,,,2022-10-25 10:57:50.219253,6.0,2022-10-24 22:07:58.383858,0.55977,3739.0,B,
921,nuget,microsoft.aspnet.webapi.core,0.16148195,,2022-10-24 22:07:58.730079,https://libraries.io/api/nuget/microsoft.aspnet.webapi.core,200.0,18.0,1884.0,45544.0,,,,,,,,,,,,,,B,
922,pypi,jsonschema,0.16079338,,2022-10-24 22:07:58.934539,https://libraries.io/api/pypi/jsonschema,404.0,,,,,,,,,,,,,,,,,B,
923,pypi,docker,0.15706584,,2022-10-24 22:07:59.144614,https://libraries.io/api/pypi/docker,200.0,24.0,1269.0,2184.0,https://github.com/docker/docker-py,200.0,2022-10-24 22:07:59.838249,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/docker/docker-py,200.0,,,,2022-10-25 10:58:11.569101,5.0,2022-10-24 22:08:05.360262,0.67502,7899.0,B,
924,go,golang.org/x/sync,0.15636094,,2022-10-24 22:08:05.569225,https://libraries.io/api/go/golang.org%2Fx%2Fsync,200.0,22.0,14597.0,0.0,https://cs.opensource.google/go/x/sync,200.0,2022-10-24 22:08:06.286218,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//cs.opensource.google/go/x/sync,200.0,,,,,,,,,B,
926,nuget,microsoft.applicationinsights.windowsserver.telemetrychannel,0.15539247,,2022-10-24 22:10:19.619108,https://libraries.io/api/nuget/microsoft.applicationinsights.windowsserver.telemetrychannel,200.0,16.0,50.0,23459.0,,,,,,,,,,,,,,B,
927,maven,commons-configuration:commons-configuration,0.15415679,,2022-10-24 22:10:19.820220,https://libraries.io/api/maven/commons-configuration:commons-configuration,200.0,14.0,1093.0,7686.0,http://svn.apache.org/viewvc/commons/proper/configuration/tags/CONFIGURATION_1_10RC2,404.0,,,,,,,,,,,,B,
928,go,github.com/pmezard/go-difflib,0.15211439,,2022-10-24 22:10:20.020681,https://libraries.io/api/go/github.com%2Fpmezard%2Fgo-difflib,200.0,24.0,14644.0,13562.0,https://github.com/pmezard/go-difflib,200.0,2022-10-24 22:10:20.842915,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/pmezard/go-difflib,200.0,,,,2022-10-25 10:58:26.833805,4.3,2022-10-24 22:10:25.080960,0.19326,759.0,B,
929,go,github.com/mitchellh/mapstructure,0.15017283,,2022-10-24 22:10:25.282912,https://libraries.io/api/go/github.com%2Fmitchellh%2Fmapstructure,200.0,27.0,9878.0,11247.0,https://github.com/mitchellh/mapstructure,200.0,2022-10-24 22:10:25.946227,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/mitchellh/mapstructure,200.0,,,,2022-10-25 10:58:45.889049,3.8,2022-10-24 22:10:32.217456,0.50989,2368.0,B,
930,maven,org.apache.logging.log4j:log4j-to-slf4j,0.14945547,,2022-10-24 22:10:32.424541,https://libraries.io/api/maven/org.apache.logging.log4j:log4j-to-slf4j,200.0,14.0,177.0,386.0,https://github.com/apache/logging-log4j2,200.0,2022-10-24 20:16:36.758896,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/apache/logging-log4j2,200.0,,,,2022-10-24 20:16:51.247888,7.1,2022-10-24 20:17:01.345566,0.66707,640.0,B,
932,maven,org.xmlunit:xmlunit-core,0.13949583,,2022-10-24 22:10:40.141297,https://libraries.io/api/maven/org.xmlunit:xmlunit-core,200.0,20.0,191.0,389.0,https://github.com/xmlunit/xmlunit,200.0,2022-10-24 22:10:40.918756,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/xmlunit/xmlunit,200.0,,,,2022-10-25 10:59:20.176394,5.0,2022-10-24 22:10:54.058632,0.35596,805.0,B,
933,go,github.com/matttproud/golang_protobuf_extensions,0.13704151,,2022-10-24 22:10:54.251578,https://libraries.io/api/go/github.com%2Fmatttproud%2Fgolang_protobuf_extensions,200.0,23.0,6817.0,7449.0,https://github.com/matttproud/golang_protobuf_extensions,200.0,2022-10-24 22:10:54.892752,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/matttproud/golang_protobuf_extensions,200.0,,,,,,2022-10-24 22:10:58.988355,0.31679,1362.0,B,
934,pypi,decorator,0.13700894,,2022-10-24 22:10:59.213524,https://libraries.io/api/pypi/decorator,200.0,23.0,897.0,23236.0,https://github.com/micheles/decorator,200.0,2022-10-24 22:11:00.062971,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/micheles/decorator,200.0,,,,2022-10-25 10:59:50.447319,4.4,2022-10-24 22:11:05.115943,0.46674,524.0,B,
935,maven,net.jodah:typetools,0.13551529,,2022-10-24 22:11:05.314583,https://libraries.io/api/maven/net.jodah:typetools,200.0,17.0,86.0,122.0,https://github.com/jhalterman/typetools,200.0,2022-10-24 22:11:06.000638,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/jhalterman/typetools,200.0,,,,2022-10-25 11:00:01.966816,4.9,2022-10-24 22:11:10.466667,0.3271,31.0,B,
936,maven,org.springframework.boot:spring-boot-test-autoconfigure,0.13409144,,2022-10-24 22:11:10.808123,https://libraries.io/api/maven/org.springframework.boot:spring-boot-test-autoconfigure,200.0,23.0,58.0,391.0,https://github.com/spring-projects/spring-boot,200.0,2022-10-24 20:06:38.147566,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/spring-projects/spring-boot,200.0,,,,2022-10-24 20:06:55.019836,6.6,2022-10-24 20:07:01.361110,0.84352,19690.0,B,
937,go,github.com/tidwall/gjson,0.13376784,,2022-10-24 22:11:11.047297,https://libraries.io/api/go/github.com%2Ftidwall%2Fgjson,200.0,23.0,2601.0,547.0,https://github.com/tidwall/gjson,200.0,2022-10-24 22:11:11.692569,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/tidwall/gjson,200.0,,,,2022-10-25 11:00:19.100889,3.9,2022-10-24 22:11:16.592219,0.53932,2034.0,B,
938,pypi,webencodings,0.13160232,,2022-10-24 22:11:16.789917,https://libraries.io/api/pypi/webencodings,200.0,19.0,410.0,7459.0,https://github.com/SimonSapin/python-webencodings,200.0,2022-10-24 22:11:17.466128,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/SimonSapin/python-webencodings,200.0,,,,2022-10-25 11:00:27.857070,4.8,2022-10-24 22:11:28.430929,0.20887,4.0,B,
939,nuget,microsoft.applicationinsights.dependencycollector,0.12917252,,2022-10-24 22:11:28.854981,https://libraries.io/api/nuget/microsoft.applicationinsights.dependencycollector,200.0,16.0,72.0,24046.0,,,,,,,,,,,,,,B,
940,nuget,restsharp,0.12917252,,2022-10-24 22:11:29.070799,https://libraries.io/api/nuget/restsharp,200.0,1.0,1.0,1.0,,,,,,,,,,,,,,B,
941,maven,org.apache.struts:struts2-spring-plugin,0.12917252,,2022-10-24 22:11:29.304486,https://libraries.io/api/maven/org.apache.struts:struts2-spring-plugin,200.0,18.0,27.0,3280.0,https://github.com/apache/struts,200.0,2022-10-24 20:12:14.437076,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/apache/struts,200.0,2022-10-24 07:29:26.672000+00:00,2022-10-24 07:29:45.066000+00:00,18.0,2022-10-24 20:12:29.449383,6.8,2022-10-24 20:12:35.083287,0.63861,2587.0,B,
942,nuget,yuicompressor.net,0.12917252,,2022-10-24 22:11:29.661103,https://libraries.io/api/nuget/yuicompressor.net,200.0,18.0,104.0,387.0,https://github.com/YUICompressor-NET/YUICompressor.NET,200.0,2022-10-24 22:11:30.373538,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/YUICompressor-NET/YUICompressor.NET,200.0,,,,2022-10-25 11:00:44.106558,4.4,2022-10-24 22:11:38.973602,0.18081,0.0,B,
943,pypi,sqlparse,0.12866423,,2022-10-24 22:11:39.330179,https://libraries.io/api/pypi/sqlparse,200.0,23.0,467.0,12273.0,https://github.com/andialbrecht/sqlparse,200.0,2022-10-24 22:11:40.098014,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/andialbrecht/sqlparse,200.0,,,,2022-10-25 11:01:04.031590,5.1,2022-10-24 22:11:45.111148,0.54761,2653.0,B,
944,maven,software.amazon.ion:ion-java,0.12554802,,2022-10-24 22:11:45.312664,https://libraries.io/api/maven/software.amazon.ion:ion-java,200.0,15.0,28.0,22.0,https://github.com/amzn/ion-java,200.0,2022-10-24 22:11:46.039514,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/amzn/ion-java,200.0,,,,2022-10-25 09:58:25.384880,7.1,2022-10-24 22:11:52.449852,0.45294,24.0,B,
945,maven,org.codehaus.plexus:plexus-classworlds,0.124711365,,2022-10-24 22:11:52.653481,https://libraries.io/api/maven/org.codehaus.plexus:plexus-classworlds,200.0,16.0,171.0,380.0,https://github.com/codehaus-plexus/plexus-classworlds,200.0,2022-10-24 22:11:53.410061,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/codehaus-plexus/plexus-classworlds,200.0,,,,2022-10-25 11:01:22.133189,4.1,2022-10-24 22:11:58.341208,0.42324,52.0,B,
946,maven,net.java.dev.jna:jna,0.12157912,,2022-10-24 22:11:58.564864,https://libraries.io/api/maven/net.java.dev.jna:jna,200.0,25.0,858.0,4271.0,https://github.com/java-native-access/jna,200.0,2022-10-24 22:11:59.211575,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/java-native-access/jna,200.0,,,,2022-10-25 11:01:52.721137,4.2,2022-10-24 22:12:07.790682,0.6163,944.0,B,
947,nuget,microsoft.extensions.fileproviders.abstractions,0.119842395,,2022-10-24 22:12:08.201137,https://libraries.io/api/nuget/microsoft.extensions.fileproviders.abstractions,200.0,24.0,322.0,925.0,,,,,,,,,,,,,,B,
948,cargo,pcre,0.11606256,,2022-10-24 22:12:08.395352,https://libraries.io/api/cargo/pcre,200.0,10.0,0.0,9.0,https://github.com/cadencemarseille/rust-pcre,200.0,2022-10-24 22:12:09.081010,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/cadencemarseille/rust-pcre,200.0,,,,2022-10-25 11:02:00.677406,4.3,2022-10-24 22:12:13.114051,0.2306,11.0,B,
950,pypi,python-editor,0.11492622,,2022-10-24 22:12:22.440185,https://libraries.io/api/pypi/python-editor,404.0,,,,,,,,,,,,,,,,,B,
951,maven,org.springframework.boot:spring-boot-test,0.113058515,,2022-10-24 22:12:22.771489,https://libraries.io/api/maven/org.springframework.boot:spring-boot-test,200.0,24.0,163.0,4360.0,https://github.com/spring-projects/spring-boot,200.0,2022-10-24 20:06:38.147566,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/spring-projects/spring-boot,200.0,,,,2022-10-24 20:06:55.019836,6.6,2022-10-24 20:07:01.361110,0.84352,19690.0,B,
952,go,github.com/hashicorp/golang-lru,0.110158086,,2022-10-24 22:12:22.983882,https://libraries.io/api/go/github.com%2Fhashicorp%2Fgolang-lru,200.0,24.0,8104.0,7892.0,https://github.com/hashicorp/golang-lru,200.0,2022-10-24 22:12:23.704888,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/hashicorp/golang-lru,200.0,,,,2022-10-25 11:02:22.539475,4.6,2022-10-24 22:12:28.740400,0.52537,1350.0,B,
953,go,github.com/kubernetes/metrics,0.10917552,,2022-10-24 22:12:29.248790,https://libraries.io/api/go/github.com%2Fkubernetes%2Fmetrics,200.0,11.0,0.0,0.0,https://github.com/kubernetes/metrics,200.0,2022-10-24 22:12:29.946672,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/kubernetes/metrics,200.0,,,,2022-10-25 11:02:39.391914,6.4,2022-10-24 22:12:36.242650,0.54234,849.0,B,
954,go,github.com/go-openapi/errors,0.10885193,,2022-10-24 22:12:36.442862,https://libraries.io/api/go/github.com%2Fgo-openapi%2Ferrors,200.0,19.0,1120.0,1469.0,https://github.com/go-openapi/errors,200.0,2022-10-24 22:12:37.136000,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/go-openapi/errors,200.0,,,,2022-10-25 11:02:52.009083,4.9,2022-10-24 22:12:50.152953,0.4209,357.0,B,
955,maven,com.googlecode.json-simple:json-simple,0.108839385,,2022-10-24 22:12:50.346277,https://libraries.io/api/maven/com.googlecode.json-simple:json-simple,200.0,15.0,844.0,15242.0,http://json-simple.googlecode.com/svn/trunk/,404.0,,,,,,,,,,,,B,
956,go,github.com/patrickmn/go-cache,0.1075576,,2022-10-24 22:12:50.551879,https://libraries.io/api/go/github.com%2Fpatrickmn%2Fgo-cache,200.0,23.0,2229.0,811.0,https://github.com/patrickmn/go-cache,200.0,2022-10-24 22:12:51.350554,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/patrickmn/go-cache,200.0,,,,2022-10-25 11:03:00.485050,5.1,2022-10-24 22:12:57.870386,0.25685,74.0,B,
957,go,github.com/dustin/go-humanize,0.107234016,,2022-10-24 22:12:58.091944,https://libraries.io/api/go/github.com%2Fdustin%2Fgo-humanize,200.0,25.0,4488.0,2844.0,https://github.com/dustin/go-humanize,200.0,2022-10-24 22:12:58.640653,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/dustin/go-humanize,200.0,,,,2022-10-25 11:03:15.607726,4.8,2022-10-24 22:13:03.713612,0.40249,376.0,B,
958,maven,org.mockito:mockito-junit-jupiter,0.10560636,,2022-10-24 22:13:03.947007,https://libraries.io/api/maven/org.mockito:mockito-junit-jupiter,200.0,24.0,927.0,728.0,https://github.com/mockito/mockito,200.0,2022-10-24 20:15:10.150612,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/mockito/mockito,200.0,,,,2022-10-24 20:15:26.912884,7.4,2022-10-24 20:15:31.046695,0.72727,37030.0,B,
959,maven,com.typesafe.netty:netty-reactive-streams,0.103156835,,2022-10-24 22:13:04.157300,https://libraries.io/api/maven/com.typesafe.netty:netty-reactive-streams,200.0,15.0,21.0,4.0,https://github.com/playframework/netty-reactive-streams,200.0,2022-10-24 22:13:04.900971,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/playframework/netty-reactive-streams,200.0,,,,2022-10-25 11:03:38.072792,6.2,2022-10-24 23:03:36.011913,0.41012,3.0,B,
960,maven,org.springframework:spring-test,0.098896846,,2022-10-24 23:03:36.521465,https://libraries.io/api/maven/org.springframework:spring-test,200.0,29.0,3591.0,73572.0,https://github.com/spring-projects/spring-framework,200.0,2022-10-24 19:34:02.521309,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/spring-projects/spring-framework,200.0,,,,2022-10-24 19:34:19.710321,6.2,2022-10-24 19:34:24.365017,0.78613,16054.0,B,
961,maven,com.zaxxer:hikaricp,0.09876342,,2022-10-24 23:03:36.918654,https://libraries.io/api/maven/com.zaxxer:hikaricp,200.0,24.0,1246.0,9061.0,https://github.com/brettwooldridge/HikariCP,200.0,2022-10-24 23:03:37.821729,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/brettwooldridge/HikariCP,200.0,,,,2022-10-25 10:24:21.849100,5.5,2022-10-24 23:03:48.541132,0.62209,1393.0,B,
962,maven,org.bouncycastle:bcprov-jdk15on,0.0960161,,2022-10-24 23:03:48.733832,https://libraries.io/api/maven/org.bouncycastle:bcprov-jdk15on,200.0,21.0,1491.0,4003.0,https://github.com/bcgit/bc-java,200.0,2022-10-24 23:03:49.553778,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/bcgit/bc-java,200.0,,,,2022-10-25 09:57:38.590529,5.9,2022-10-24 23:03:54.563057,0.648,1943.0,B,
963,maven,org.apache.tomcat.embed:tomcat-embed-websocket,0.090254605,,2022-10-24 23:03:54.866212,https://libraries.io/api/maven/org.apache.tomcat.embed:tomcat-embed-websocket,200.0,14.0,108.0,642.0,,,,,,,,,,,,,,B,
964,cargo,tokio,0.08984262,,2022-10-24 23:03:55.155666,https://libraries.io/api/cargo/tokio,200.0,27.0,9881.0,2709.0,https://github.com/tokio-rs/tokio,200.0,2022-10-24 23:03:55.898600,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/tokio-rs/tokio,200.0,,,,2022-10-25 11:04:00.156064,7.2,2022-10-24 23:04:02.916608,0.75336,9592.0,B,
965,maven,org.codehaus.plexus:plexus-compiler-api,0.08984262,,2022-10-24 23:04:03.120927,https://libraries.io/api/maven/org.codehaus.plexus:plexus-compiler-api,200.0,16.0,108.0,269.0,https://github.com/codehaus-plexus/plexus-compiler,200.0,2022-10-24 23:04:03.830691,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/codehaus-plexus/plexus-compiler,200.0,,,,2022-10-25 11:04:24.839771,5.8,2022-10-24 23:04:10.530825,0.5199,253.0,B,
966,rubygems,quartz-jruby,0.08984262,,2022-10-24 23:04:10.723141,https://libraries.io/api/rubygems/quartz-jruby,200.0,8.0,0.0,1.0,https://github.com/artha42/quartz-jruby,200.0,2022-10-24 23:04:11.574772,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/artha42/quartz-jruby,200.0,,,,2022-10-25 11:04:29.210818,4.3,2022-10-24 23:06:23.223522,0.06436,0.0,B,
967,maven,org.junit.jupiter:junit-jupiter,0.089251176,,2022-10-24 23:06:23.487189,https://libraries.io/api/maven/org.junit.jupiter:junit-jupiter,200.0,24.0,1025.0,1153.0,https://github.com/junit-team/junit5,200.0,2022-10-24 20:01:27.925001,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/junit-team/junit5,200.0,,,,2022-10-24 20:01:43.895367,6.5,2022-10-24 20:01:51.400388,0.7323,15805.0,B,
968,maven,com.esotericsoftware:minlog,0.08797633,,2022-10-24 23:06:23.686100,https://libraries.io/api/maven/com.esotericsoftware:minlog,200.0,16.0,193.0,137.0,https://github.com/EsotericSoftware/minlog,200.0,2022-10-24 23:06:24.429063,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/EsotericSoftware/minlog,200.0,,,,2022-10-25 11:04:36.840040,4.2,2022-10-24 23:06:33.024343,0.2136,25.0,B,
969,maven,org.eclipse.jetty:jetty-security,0.082274884,,2022-10-24 23:06:33.339718,https://libraries.io/api/maven/org.eclipse.jetty:jetty-security,200.0,23.0,446.0,1352.0,https://github.com/eclipse/jetty.project,200.0,2022-10-24 20:07:46.257924,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/eclipse/jetty.project,200.0,,,,2022-10-24 20:08:02.423708,8.0,2022-10-24 20:08:06.683848,0.74989,29461.0,B,
970,rubygems,spring,0.07938736,,2022-10-24 23:06:33.570533,https://libraries.io/api/rubygems/spring,200.0,22.0,122.0,304322.0,https://github.com/rails/spring,200.0,2022-10-24 23:06:34.199521,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/rails/spring,200.0,,,,2022-10-25 11:05:04.001800,4.4,2022-10-24 23:06:45.072076,0.60522,5183.0,B,
971,maven,org.springframework.boot:spring-boot-autoconfigure,0.07914028,,2022-10-24 23:06:45.369661,https://libraries.io/api/maven/org.springframework.boot:spring-boot-autoconfigure,200.0,26.0,2090.0,6521.0,https://github.com/spring-projects/spring-boot,200.0,2022-10-24 20:06:38.147566,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/spring-projects/spring-boot,200.0,,,,2022-10-24 20:06:55.019836,6.6,2022-10-24 20:07:01.361110,0.84352,19690.0,B,
972,pypi,wcwidth,0.07717135,,2022-10-24 23:06:45.579341,https://libraries.io/api/pypi/wcwidth,200.0,21.0,554.0,12667.0,https://github.com/jquast/wcwidth,200.0,2022-10-24 23:06:46.214832,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/jquast/wcwidth,200.0,,,,2022-10-25 11:05:15.390141,5.1,2022-10-24 23:06:50.280181,0.32202,502.0,B,
