platform,name,zscore_combined,openssf_badge_tiered_percentage,lio_timestamp,lio_url,lio_rc,lio_rank,lio_dependents_count,lio_dependent_repos_count,lio_repo_url,lio_repo_url_rc,cii_timestamp,cii_url,cii_rc,cii_created_at,cii_updated_at,cii_tiered_percentage,scorecard_v480_timestamp,scorecard_v480_score,criticality_timestamp,criticality_score,criticality_dependents_count
go,github.com/gobuffalo/packr,0.384696037,Not Participating,2022-10-25T07:15:37.890153,https://libraries.io/api/go/github.com%2Fgobuffalo%2Fpackr,200,23,501,432,https://github.com/gobuffalo/packr,200,2022-10-25T07:15:38.564960,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/gobuffalo/packr,200,,,,2022-10-25T10:12:16.169296,4.0,2022-10-25T07:15:49.705609,0.40967,822
cargo,libc,0.377337547,Not Participating,2022-10-25T07:15:49.968323,https://libraries.io/api/cargo/libc,200,26,5641,20717,https://github.com/rust-lang/libc,200,2022-10-25T07:15:50.759610,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/rust-lang/libc,200,,,,2022-10-25T10:13:00.187567,6.0,2022-10-25T07:15:59.290826,0.7855,8851
maven,xalan:xalan,0.374290452,Not Participating,2022-10-25T07:15:59.489855,https://libraries.io/api/maven/xalan:xalan,200,15,565,3237,http://svn.apache.org/viewvc/maven/pom/tags/apache-4,200,2022-10-25T07:16:00.146230,https://bestpractices.coreinfrastructure.org/en/projects.json?url=http%3A//svn.apache.org/viewvc/maven/pom/tags/apache-4,200,,,,,,,,
nuget,system.componentmodel.primitives,0.372775696,Not Participating,2022-10-25T07:16:00.489531,https://libraries.io/api/nuget/system.componentmodel.primitives,200,13,293,799,,,,,,,,,,,,,
maven,org.ccil.cowan.tagsoup:tagsoup,0.365526989,Not Participating,2022-10-25T07:16:00.680836,https://libraries.io/api/maven/org.ccil.cowan.tagsoup:tagsoup,200,12,157,586,http://home.ccil.org/~cowan/tagsoup/tagsoup-1.2.1-src.zip,,,,,,,,,,,,
rubygems,kramdown,0.364549092,Not Participating,2022-10-25T07:16:02.000302,https://libraries.io/api/rubygems/kramdown,200,24,633,82294,https://github.com/gettalong/kramdown,200,2022-10-25T07:16:02.723331,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/gettalong/kramdown,200,,,,2022-10-25T10:13:19.039916,5.2,2022-10-25T07:16:13.805261,0.57375,6336
go,github.com/codegangsta/cli,0.362970395,Not Participating,2022-10-25T07:16:14.008476,https://libraries.io/api/go/github.com%2Fcodegangsta%2Fcli,200,16,11,0,https://github.com/codegangsta/cli,200,2022-10-25T07:16:14.638503,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/codegangsta/cli,200,,,,2022-10-25T10:13:40.029152,6.8,2022-10-25T07:16:20.030957,0.75515,9842
maven,org.mapstruct:mapstruct,0.36093809,Not Participating,2022-10-25T07:16:20.243237,https://libraries.io/api/maven/org.mapstruct:mapstruct,200,19,94,651,https://github.com/mapstruct/mapstruct,200,2022-10-25T07:16:20.874088,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/mapstruct/mapstruct,200,,,,2022-10-25T10:13:59.005115,6.3,2022-10-25T07:16:29.310257,0.59207,648
go,github.com/armon/go-metrics,0.36075659,Not Participating,2022-10-25T07:16:29.649594,https://libraries.io/api/go/github.com%2Farmon%2Fgo-metrics,200,21,2761,2152,https://github.com/armon/go-metrics,200,2022-10-25T07:16:30.399264,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/armon/go-metrics,200,,,,2022-10-25T10:14:23.235779,5.8,2022-10-25T07:16:35.289480,0.37813,2
maven,xalan:serializer,0.357239063,Not Participating,2022-10-25T07:16:35.477247,https://libraries.io/api/maven/xalan:serializer,200,12,109,712,http://svn.apache.org/viewvc/maven/pom/tags/apache-4,200,2022-10-25T07:16:00.146230,https://bestpractices.coreinfrastructure.org/en/projects.json?url=http%3A//svn.apache.org/viewvc/maven/pom/tags/apache-4,200,,,,,,,,
nuget,system.componentmodel.typeconverter,0.352258691,Not Participating,2022-10-25T07:16:35.828409,https://libraries.io/api/nuget/system.componentmodel.typeconverter,200,15,533,2075,,,,,,,,,,,,,
maven,org.apache.commons:commons-compress,0.35030805,Not Participating,2022-10-24T20:16:15.160876,https://libraries.io/api/maven/org.apache.commons:commons-compress,200,16,1534,5410,https://github.com/apache/commons-compress,200,2022-10-24T20:16:15.932749,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/apache/commons-compress,200,,,,2022-10-24T20:16:29.981280,6.8,2022-10-24T20:16:35.863018,0.6371,3907
go,golang.org/x/sync,0.348995509,Not Participating,2022-10-24T22:08:05.569225,https://libraries.io/api/go/golang.org%2Fx%2Fsync,200,22,14597,0,https://cs.opensource.google/go/x/sync,200,2022-10-24T22:08:06.286218,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//cs.opensource.google/go/x/sync,200,,,,,,,,
cargo,compiletest_rs,0.348805012,Not Participating,2022-10-25T07:16:36.071276,https://libraries.io/api/cargo/compiletest_rs,200,17,139,179,https://github.com/laumann/compiletest-rs,200,2022-10-25T07:16:36.813258,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/laumann/compiletest-rs,200,,,,2022-10-25T10:14:42.960345,4.2,2022-10-25T07:17:11.690129,0.41302,3
maven,dk.brics.automaton:automaton,0.348234466,Not Participating,2022-10-25T07:17:11.881467,https://libraries.io/api/maven/dk.brics.automaton:automaton,200,12,49,376,,,,,,,,,,,,,
maven,org.springframework.boot:spring-boot-starter-logging,0.344362238,Not Participating,2022-10-25T07:17:12.237946,https://libraries.io/api/maven/org.springframework.boot:spring-boot-starter-logging,200,24,145,5649,https://github.com/spring-projects/spring-boot,200,2022-10-24T20:06:38.147566,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/spring-projects/spring-boot,200,,,,2022-10-24T20:06:55.019836,6.6,2022-10-24T20:07:01.361110,0.84352,19690
nuget,system.threading.overlapped,0.342982464,Not Participating,2022-10-25T07:17:12.593777,https://libraries.io/api/nuget/system.threading.overlapped,200,13,36,369,,,,,,,,,,,,,
go,github.com/go-resty/resty,0.339674304,Not Participating,2022-10-25T07:17:12.796176,https://libraries.io/api/go/github.com%2Fgo-resty%2Fresty,200,19,93,222,https://github.com/go-resty/resty,200,2022-10-25T07:17:13.511060,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/go-resty/resty,200,,,,2022-10-25T10:15:04.842947,4.5,2022-10-25T07:17:22.058807,0.4742,273
maven,io.swagger:swagger-models,0.330571673,Not Participating,2022-10-25T07:17:22.266257,https://libraries.io/api/maven/io.swagger:swagger-models,200,20,210,310,https://github.com/swagger-api/swagger-core,200,2022-10-24T20:43:51.716421,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/swagger-api/swagger-core,200,,,,2022-10-24T20:44:08.245393,5.5,2022-10-24T20:44:12.575247,0.61435,701
maven,org.ow2.asm:asm-util,0.328742383,Not Participating,2022-10-25T07:17:22.490052,https://libraries.io/api/maven/org.ow2.asm:asm-util,200,16,553,614,https://gitlab.ow2.org/asm/asm/,200,2022-10-24T20:42:51.413503,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//gitlab.ow2.org/asm/asm/,200,,,,,,,,
maven,com.github.stephenc.jcip:jcip-annotations,0.323914159,Not Participating,2022-10-25T07:17:22.681751,https://libraries.io/api/maven/com.github.stephenc.jcip:jcip-annotations,200,13,91,97,https://github.com/stephenc/jcip-annotations,200,2022-10-25T07:17:23.343629,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/stephenc/jcip-annotations,200,,,,2022-10-25T10:15:08.926479,4.3,2022-10-25T07:17:27.500157,0.08576,2
rubygems,sinatra,0.321181939,Not Participating,2022-10-25T07:17:27.737822,https://libraries.io/api/rubygems/sinatra,200,27,3280,86676,https://github.com/sinatra/sinatra,200,2022-10-25T07:17:28.459830,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/sinatra/sinatra,200,,,,2022-10-25T10:15:29.960172,5.5,2022-10-25T07:17:37.078789,0.6933,5957
go,google.golang.org/genproto,0.313316483,Not Participating,2022-10-25T07:17:37.305106,https://libraries.io/api/go/google.golang.org%2Fgenproto,200,20,14198,0,https://github.com/googleapis/go-genproto,200,2022-10-24T20:05:37.119928,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/googleapis/go-genproto,200,,,,2022-10-24T20:05:51.679869,7.6,2022-10-24T20:05:55.753205,0.52177,1608
